"Date","Noncommercial Positions-Net (All)","Name","Unit"
"2018-06-19",-57550,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-06-26",-49794,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-07-03",-33219,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-07-10",-52829,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-07-17",-71829,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-07-24",-86161,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-07-31",-103506,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-08-07",-113789,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-08-14",-131461,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-08-21",-101825,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-08-28",-113377,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-09-04",-127083,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-09-11",-120432,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-09-18",-119774,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-09-25",-139775,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-10-02",-140444,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-10-09",-113603,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-10-16",-33037,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-10-23",-10303,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-10-30",1998,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-11-06",13005,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-11-13",22046,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-11-20",35528,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-11-27",27613,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-12-04",11017,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-12-11",40097,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-12-18",44245,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-12-24",30178,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2018-12-31",40447,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-01-08",21062,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-01-15",-9825,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-01-22",-22557,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-01-29",-22087,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-02-05",-38599,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-02-12",-59644,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-02-19",-74299,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-02-26",-89699,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-03-05",-94141,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-03-12",-89005,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-03-19",-128217,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-03-26",-118170,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-04-02",-141483,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-04-09",-164383,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-04-16",-169908,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-04-23",-177754,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-04-30",-180359,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-05-07",-150307,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-05-14",-89696,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-05-21",-105320,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-05-28",-105827,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-06-04",-85510,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-06-11",-91182,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-06-18",-108644,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-06-25",-116694,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-07-02",-124224,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-07-09",-132182,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-07-16",-141797,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-07-23",-132267,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-07-30",-144314,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-08-06",-80581,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-08-13",-71371,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-08-20",-59498,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-08-27",-57153,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-09-03",-66642,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-09-10",-93429,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-09-17",-125651,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-09-24",-148519,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-10-01",-154855,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-10-08",-138680,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-10-15",-155980,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-10-22",-171236,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-10-29",-187948,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-11-05",-203598,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-11-12",-206157,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-11-19",-218362,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-11-26",-210699,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-12-03",-199312,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-12-10",-183028,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-12-17",-173351,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-12-24",-156556,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2019-12-31",-152906,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-01-07",-144897,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-01-14",-167594,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-01-21",-170177,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-01-28",-138667,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-02-04",-117188,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-02-11",-130869,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-02-18",-130229,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-02-25",-77611,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-03-03",-57486,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-03-10",-63322,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-03-17",-79487,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-03-24",-18708,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-03-31",-18377,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-04-07",-30626,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-04-14",-33499,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-04-21",-32227,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-04-28",-18971,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-05-05",-28358,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-05-12",-39726,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-05-19",-35032,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-05-26",-42629,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
"2020-06-02",-52651,"VIX FUTURES - CBOE FUTURES EXCHANGE","($1000 X INDEX)"
" Source:U.S. COMMODITY FUTURES TRADING COMMISSION",,,
"CFTC建玉明細",,,
